step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
30.0,2,18.0,2.25,9.666943762688076,2,18.0,0.6199344584310825,2,18.0
60.0,4,115.0,14.375,2.309997394115346,4,115.0,0.009792614590719902,4,115.0
90.0,10,330.0,23.571428571428573,3.55440644642034,10,330.0,0.2759585066298019,10,330.0
120.0,4,110.0,7.333333333333333,6.584305053360825,4,110.0,0.0857459893495847,4,110.0
150.0,3,45.0,3.4615384615384617,9.411210279961129,3,45.0,0.5390605250140137,3,45.0
180.0,2,38.0,4.75,6.35410990192355,2,38.0,0.08936317865881224,2,38.0
210.0,6,174.0,14.5,6.420327672976248,6,174.0,0.38083367956496356,6,174.0
240.0,3,39.0,3.5454545454545454,7.6830394800258635,3,39.0,0.007618050132864832,3,39.0
270.0,8,193.0,16.083333333333332,4.146541620935753,8,193.0,0.3107377284047845,8,193.0
300.0,4,113.0,8.692307692307692,7.311266853330055,4,113.0,0.1589080430159166,4,113.0
330.0,8,307.0,21.928571428571427,5.18089331000207,8,307.0,0.3175762478663509,8,307.0
360.0,12,589.0,42.07142857142857,1.653037482300103,12,589.0,0.07570906935776708,12,589.0
390.0,3,44.0,2.4444444444444446,6.693467115273689,3,83.0,0.41300248349950097,3,83.0
420.0,10,268.0,19.142857142857142,0.3683315273925517,10,315.0,0.030363284724290895,10,315.0
450.0,18,728.0,33.09090909090909,2.3306615592417272,18,775.0,0.17041242954494953,18,775.0
480.0,13,719.0,31.26086956521739,3.6883750750397692,13,742.0,0.04019625325636888,13,742.0
510.0,20,1224.0,51.0,2.1355267582740063,20,1247.0,0.15683899718601102,20,1247.0
540.0,19,1638.0,65.52,3.1099099066356697,19,1638.0,0.0,19,1638.0
570.0,21,2236.0,82.81481481481481,2.839504477731216,21,2236.0,0.14874544535807913,21,2236.0
600.0,27,2961.0,102.10344827586206,0.4378557671486691,27,2961.0,0.03798629128188276,27,2961.0
630.0,33,3878.0,104.8108108108108,1.2880143092538552,33,3878.0,0.10479987795134263,33,3878.0
660.0,39,4972.0,121.26829268292683,0.027232183111490213,39,4972.0,0.0021682722444963487,39,4972.0
