step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
30.0,2,14.0,1.75,9.339359640181362,2,14.0,0.6375679847767256,2,14.0
60.0,4,114.0,12.666666666666666,4.137281267526409,4,114.0,0.16154568335073952,4,114.0
90.0,8,312.0,22.285714285714285,5.666196487164095,8,312.0,0.32249508726027043,8,312.0
120.0,14,633.0,39.5625,0.341557936294109,14,633.0,0.025780757317545335,14,633.0
150.0,7,174.0,8.285714285714286,6.103691611625513,6,183.0,0.3088705047336119,6,183.0
180.0,7,110.0,7.333333333333333,5.719398218558056,7,126.0,0.11404424566171278,7,126.0
210.0,12,387.0,24.1875,3.1791696924823816,12,403.0,0.24064492179107957,12,403.0
240.0,6,175.0,10.294117647058824,5.5379366970784965,6,178.0,0.13750850265260497,6,178.0
270.0,9,400.0,26.666666666666668,5.156078438490332,9,400.0,0.2863762380446754,9,400.0
300.0,13,716.0,47.733333333333334,1.282756336881824,13,716.0,0.03543612819270338,13,716.0
330.0,15,1130.0,53.80952380952381,3.526813928737267,15,1130.0,0.19633898235775687,15,1130.0
360.0,2,36.0,1.7142857142857142,4.952986337718077,2,262.0,0.16006023888128154,2,262.0
390.0,6,170.0,9.444444444444445,7.539910801147125,6,170.0,0.3706043743358363,6,170.0
420.0,12,457.0,30.466666666666665,0.08564207371996986,12,457.0,0.006531936193106906,12,457.0
450.0,12,715.0,35.75,5.000498466063634,12,715.0,0.23718521531333497,12,715.0
480.0,16,1124.0,59.1578947368421,1.968554644144648,16,1124.0,2.5861024347158914e-05,16,1124.0
510.0,20,1646.0,68.58333333333333,2.1822713279643993,20,1646.0,0.16293720732499664,20,1646.0
540.0,26,2338.0,83.5,0.09763837791756273,26,2338.0,0.007635796943945125,26,2338.0
570.0,9,310.0,9.117647058823529,4.067742097157438,9,1247.0,0.1892405438682824,9,1247.0
600.0,19,388.0,13.857142857142858,2.8951023225087034,19,1331.0,0.01893013010305173,19,1331.0
630.0,25,1059.0,36.51724137931034,1.7654438405095136,25,2002.0,0.12903744977458614,25,2002.0
660.0,25,1670.0,55.666666666666664,2.0930055546777253,25,2610.0,0.03659472624105436,25,2610.0
690.0,2,20.0,0.6666666666666666,4.549538736720478,2,1127.0,0.23192546390447974,2,1127.0
720.0,26,456.0,16.88888888888889,0.01847944261618681,26,1564.0,0.0013308155835305836,26,1564.0
750.0,31,1316.0,37.6,1.5018932977267583,31,2424.0,0.10972025600192954,31,2424.0
780.0,39,2353.0,60.333333333333336,0.00017207574381938114,39,3461.0,1.2388462477997202e-05,39,3461.0
810.0,43,3579.0,76.14893617021276,0.8880029348217513,43,4687.0,0.0705575298114953,43,4687.0
840.0,33,3530.0,73.54166666666667,1.6320963442593304,33,4762.0,0.02133293490377948,33,4762.0
870.0,37,4559.0,99.1086956521739,1.9298198210348103,36,5664.0,0.054675243485004785,36,5664.0
900.0,42,5742.0,130.5,0.02714373679344325,42,6852.0,0.0020101361404718386,42,6852.0
930.0,49,7120.0,136.92307692307693,0.5071827591308269,49,8230.0,0.037570981743410184,49,8230.0
960.0,55,8683.0,155.05357142857142,0.08096566018162694,55,9793.0,0.007635263811322084,55,9793.0
990.0,62,10439.0,163.109375,0.3825852590383712,62,11549.0,0.029137152056125805,62,11549.0
1020.0,67,12362.0,184.50746268656715,2.634790416585232e-05,67,13472.0,2.075600997467907e-06,67,13472.0
1050.0,71,14429.0,197.65753424657535,0.32098697473527343,71,15539.0,0.026131937197710613,71,15539.0
1080.0,75,16614.0,221.52,4.645338497738171e-06,75,17724.0,3.3443761682780207e-07,75,17724.0
