step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
30.0,2,18.0,2.25,9.577522270819557,2,18.0,0.6284071225491233,2,18.0
60.0,7,149.0,14.9,0.3898291886363606,7,149.0,0.028217374289340753,7,149.0
90.0,8,315.0,22.5,5.3995375324777175,8,315.0,0.3185851085528291,8,315.0
120.0,12,601.0,42.92857142857143,1.6997882231648789,12,601.0,6.591032791348872e-07,12,601.0
150.0,14,984.0,49.2,3.641916230854677,14,984.0,0.2075719675281725,14,984.0
180.0,18,1455.0,72.75,1.1112782902118876,18,1455.0,0.04710045402095765,18,1455.0
210.0,3,42.0,1.826086956521739,5.747825014950637,3,307.0,0.30750518756751427,3,307.0
240.0,13,254.0,14.11111111111111,2.960536719242037,13,519.0,0.00014124995926864095,13,519.0
270.0,2,15.0,0.8333333333333334,6.946392086931947,2,62.0,0.3987980134747536,2,62.0
300.0,5,114.0,9.5,5.990618308848856,5,114.0,0.0033874580142370086,5,114.0
330.0,2,17.0,1.5454545454545454,10.566864549869647,2,17.0,0.6369928884024348,2,17.0
360.0,4,114.0,14.25,3.418557327107227,4,114.0,0.006806489586176007,4,114.0
390.0,2,16.0,1.4545454545454546,10.753795222226467,2,16.0,0.6406535707268562,2,16.0
420.0,4,116.0,14.5,3.1094640197392476,4,116.0,0.15188120342916414,4,116.0
450.0,10,326.0,23.285714285714285,3.4072675262649597,10,326.0,0.27486592251486563,10,326.0
480.0,17,708.0,39.333333333333336,0.01757591339740005,17,708.0,0.0012656286019218513,17,708.0
510.0,14,975.0,40.625,4.85720486512935,14,975.0,0.21177613268593534,14,975.0
540.0,20,1482.0,67.36363636363636,0.36264108891851,20,1482.0,0.02954862452158055,20,1482.0
570.0,26,2185.0,72.83333333333333,1.6668564241225994,26,2185.0,0.1280750175966731,26,2185.0
600.0,9,390.0,12.580645161290322,3.0290327974074294,9,971.0,0.08622176561492015,9,971.0
630.0,16,286.0,9.862068965517242,4.451748753775573,16,881.0,0.18962532898767556,16,881.0
660.0,19,786.0,35.72727272727273,1.3767265711584609,19,1368.0,1.739423745958774e-06,19,1368.0
690.0,21,1385.0,51.2962962962963,2.850475569451086,21,1967.0,0.1519773347235602,21,1967.0
720.0,27,2115.0,72.93103448275862,0.3802914369846829,27,2697.0,0.03507639028617115,27,2697.0
750.0,33,3028.0,81.83783783783784,1.3026512191250101,33,3610.0,0.09830997974276932,33,3610.0
780.0,11,393.0,9.825,3.045148438262219,11,2031.0,0.0861318663622975,11,2031.0
810.0,34,1044.0,27.473684210526315,1.2645802233714925,34,2693.0,0.0952641211710733,34,2693.0
840.0,42,2175.0,51.785714285714285,0.0011650162251917089,42,3824.0,8.560933946250722e-05,42,3824.0
870.0,28,1862.0,38.791666666666664,2.685863870637961,28,3718.0,0.10496646105089869,28,3718.0
