step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,center_stopped,center_accumulated_waiting_time,center_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
30.0,2,18.0,2.25,9.575538739997219,2,18.0,0.6206441186673427,2,18.0
60.0,8,152.0,15.2,0.8931565458492174,8,152.0,0.07298933743762433,8,152.0
90.0,6,175.0,11.666666666666666,7.394448047258508,6,175.0,0.38604954274811054,6,175.0
120.0,2,33.0,3.0,6.803010255814215,2,33.0,0.14051969049583057,2,33.0
150.0,9,217.0,16.692307692307693,3.8272503331495282,9,217.0,0.2922709554153616,9,217.0
180.0,9,394.0,26.266666666666666,4.146775181831677,9,394.0,0.0012488889460796136,9,394.0
210.0,14,734.0,40.77777777777778,2.881201910145296,14,734.0,0.21410176650763713,14,734.0
240.0,20,1243.0,56.5,0.43585324137731507,20,1243.0,0.035426054663280665,20,1243.0
270.0,26,1951.0,65.03333333333333,1.7485311103562513,26,1951.0,0.12588416921211312,26,1951.0
300.0,34,2836.0,83.41176470588235,0.0005900545267417698,34,2836.0,4.258935232532059e-05,34,2836.0
330.0,38,3910.0,93.0952380952381,1.190512641293844,38,3910.0,0.09098332656996871,38,3910.0
360.0,18,1458.0,33.906976744186046,2.3992163693898108,18,2409.0,0.04326146960908009,18,2409.0
390.0,38,2341.0,55.73809523809524,1.1467123734916878,38,3294.0,0.09024702731625622,38,3294.0
420.0,22,907.0,21.093023255813954,2.201597096336452,22,2451.0,0.04006547214217487,22,2451.0
450.0,24,1597.0,38.951219512195124,3.1531688537505533,24,2637.0,0.13142990320750791,24,2637.0
480.0,9,181.0,5.323529411764706,3.091927579967278,9,1103.0,0.11183839242050381,9,1103.0
510.0,12,500.0,15.625,4.117774852112685,12,748.0,0.19449651005942223,12,748.0
540.0,27,1106.0,39.5,0.011160881375608467,27,1360.0,0.0009435880940084005,27,1360.0
570.0,14,583.0,17.666666666666668,4.2031335698805545,14,1097.0,0.17536783234361117,14,1097.0
600.0,28,1258.0,43.37931034482759,0.15207345309365844,28,1772.0,0.011793717152601234,28,1772.0
630.0,14,557.0,16.38235294117647,3.7985705248107213,14,1351.0,0.17077580774216525,14,1351.0
660.0,16,995.0,34.310344827586206,4.124089890048472,16,1342.0,0.07728601692452922,16,1342.0
690.0,19,1533.0,61.32,3.10406946955045,19,1880.0,0.1648398413790535,19,1880.0
720.0,4,38.0,1.5833333333333333,4.213219529373913,3,911.0,0.14816962075769224,3,911.0
750.0,6,174.0,7.565217391304348,7.546889823579508,6,217.0,0.36056865193679866,6,217.0
780.0,16,529.0,29.38888888888889,0.16795497420088315,16,572.0,0.012618275678166571,16,572.0
810.0,12,718.0,31.217391304347824,5.648866872294544,12,718.0,0.23709913246554365,12,718.0
840.0,3,36.0,2.1176470588235294,5.682270228582594,2,93.0,0.1358235637039946,2,93.0
870.0,13,300.0,17.647058823529413,2.9153448458380624,13,363.0,0.22239461204217878,13,363.0
900.0,20,775.0,36.904761904761905,0.017749150488500374,20,838.0,0.0012778366082433674,20,838.0
930.0,12,715.0,26.48148148148148,4.97919275860027,12,756.0,0.21579688595671806,12,756.0
960.0,6,115.0,5.75,3.854835070528798,6,196.0,0.07537570470344458,6,196.0
990.0,17,514.0,24.476190476190474,2.352106739223843,17,595.0,0.17987322117808882,17,595.0
1020.0,12,455.0,19.782608695652176,3.9666202972783062,12,514.0,0.0471720201668513,12,514.0
1050.0,5,89.0,4.45,6.2446216154967615,5,127.0,0.3289670991669463,5,127.0
1080.0,15,418.0,24.58823529411765,0.06622406418936111,15,456.0,0.005308412893028726,15,456.0
1110.0,11,570.0,25.90909090909091,5.598917868853829,11,589.0,0.26582937366784476,11,589.0
1140.0,4,65.0,3.823529411764706,5.067925100160299,3,128.0,0.08713443781087492,3,128.0
1170.0,13,342.0,20.11764705882353,3.0442530183951533,13,407.0,0.21916868382974466,13,407.0
1200.0,20,816.0,38.857142857142854,0.1412276296242206,20,881.0,0.011787836732933063,20,881.0
1230.0,25,1492.0,51.44827586206897,1.7774956260114396,25,1557.0,0.129023941046629,25,1557.0
1260.0,17,1279.0,41.25806451612903,3.3947275782992405,17,1406.0,0.020371104401717553,17,1406.0
1290.0,26,1941.0,64.7,1.6440646992452166,26,2068.0,0.12506143279076223,26,2068.0
1320.0,23,2442.0,78.7741935483871,3.0427493896680264,23,2442.0,0.024378100746775253,23,2442.0
1350.0,28,3208.0,100.25,1.5360425467768999,28,3208.0,0.11507935472456643,28,3208.0
1380.0,36,4155.0,115.41666666666667,0.001903336353508133,36,4155.0,0.00013806911636761462,36,4155.0
1410.0,9,409.0,9.975609756097562,3.5135022564111718,9,2354.0,0.1743928853914802,9,2354.0
1440.0,25,447.0,12.771428571428572,2.4117544461353595,25,2393.0,0.03187377297963875,25,2393.0
1470.0,6,105.0,3.088235294117647,4.394742691059202,6,1065.0,0.1994845589904774,6,1065.0
1500.0,28,676.0,22.533333333333335,0.03166816331990654,28,1638.0,0.0024071607384368006,28,1638.0
1530.0,34,1629.0,42.86842105263158,1.2963686008869857,34,2591.0,0.10078326738829504,34,2591.0
1560.0,15,961.0,24.641025641025642,2.624157984728435,15,1726.0,0.05541210380389332,15,1726.0
1590.0,35,1745.0,44.743589743589745,1.3564533840460054,35,2512.0,0.09765686524073978,35,2512.0
1620.0,21,2000.0,50.0,2.341575044995136,21,2374.0,0.038435329469479675,21,2374.0
1650.0,36,2900.0,72.5,1.224110671425811,36,3274.0,0.09585685236810973,36,3274.0
1680.0,19,688.0,16.78048780487805,2.5196302465037417,19,2053.0,0.05475206226881612,19,2053.0
1710.0,37,1575.0,38.41463414634146,1.1915831143762274,37,2947.0,0.09299102865908754,37,2947.0
1740.0,45,2795.0,62.111111111111114,0.00013197573319285855,45,4167.0,9.687308613355314e-06,45,4167.0
1770.0,49,4205.0,79.33962264150944,0.7582841439160801,49,5577.0,0.06097517882209073,49,5577.0
1800.0,57,5793.0,101.63157894736842,2.136531901784838e-05,57,7165.0,1.5646751632675667e-06,57,7165.0
1830.0,30,3293.0,53.11290322580645,2.0593474861461822,30,6235.0,0.08775060195779431,30,6235.0
1860.0,55,4566.0,78.72413793103448,0.018413763096246993,55,7511.0,0.0014611503730341993,55,7511.0
1890.0,26,1050.0,16.666666666666668,2.3852279237686274,26,5706.0,0.10081019369377346,26,5706.0
1920.0,57,2260.0,38.96551724137931,0.0036100862655433484,57,6918.0,0.0002745830772886965,57,6918.0
1950.0,30,1237.0,19.634920634920636,2.1214933608094064,30,6010.0,0.07971917824641832,30,6010.0
1980.0,35,2211.0,38.78947368421053,1.6517204754321735,35,6065.0,0.02563518364615977,35,6065.0
2010.0,53,3546.0,62.21052631578947,0.49420120322231653,53,7403.0,0.038438280878992696,53,7403.0
2040.0,21,848.0,14.620689655172415,2.1164280263805595,21,5659.0,0.06362354899973764,21,5659.0
2070.0,51,1924.0,33.172413793103445,0.4680757227700444,51,6735.0,0.035624723248993614,51,6735.0
2100.0,36,1408.0,23.864406779661017,1.632036282916973,35,6534.0,0.0355646522502897,35,6534.0
2130.0,38,2500.0,43.85964912280702,2.613092115802573,38,6616.0,0.10079837756047454,38,6616.0
2160.0,53,3917.0,72.53703703703704,0.004266372624291303,53,8033.0,0.00030715425660844507,53,8033.0
2190.0,58,5601.0,91.81967213114754,0.5062496266507095,58,9717.0,0.038050853880151676,58,9717.0
2220.0,22,1366.0,22.39344262295082,2.0912785669529748,22,7080.0,0.07318860572332081,22,7080.0
2250.0,28,354.0,5.80327868852459,2.38952425571486,28,6704.0,0.08410296751325916,28,6704.0
2280.0,18,337.0,6.2407407407407405,2.0140667478516883,18,4910.0,0.05925805387138027,18,4910.0
2310.0,44,1195.0,22.12962962962963,0.7558442590420822,44,5819.0,0.05495937296124641,44,5819.0
2340.0,36,1399.0,25.436363636363637,1.7994034486965202,36,6102.0,0.027735364711387267,36,6102.0
2370.0,17,384.0,7.384615384615385,2.7504890013619177,17,4589.0,0.13051689961992216,17,4589.0
2400.0,17,737.0,15.680851063829786,1.985072519047049,17,3674.0,0.053045956530696235,17,3674.0
2430.0,39,1579.0,32.895833333333336,0.7139726668424577,39,4519.0,0.05632269194015526,39,4519.0
2460.0,25,1962.0,40.04081632653061,2.106382241916718,24,4195.0,0.04497424119137505,24,4195.0
2490.0,26,2711.0,57.680851063829785,3.8306721491550206,26,3842.0,0.15116644564543757,26,3842.0
2520.0,41,3751.0,89.30952380952381,0.054091409614475845,41,4882.0,0.004114033642733252,41,4882.0
2550.0,47,5070.0,101.4,0.7086940104196282,47,6201.0,0.05832350330977036,47,6201.0
2580.0,37,5524.0,108.31372549019608,1.6144635425755935,36,6792.0,0.025551875543280266,36,6792.0
2610.0,39,6650.0,135.71428571428572,2.5748470156407897,39,7588.0,0.06615729829536914,39,7588.0
